Sum of PRICE,Column Labels,,,,
Row Labels,CDS 10Y,CDS 1Y,CDS 3Y,CDS 5Y,CDS 7Y
02/02/2010,229.68,104.175,145.49,190.51,212.585
03/02/2010,226.67,102.73,143.515,187.98,209.775
04/02/2010,235.72,106.96,149.43,195.635,218.245
05/02/2010,258.475,117.455,164.095,214.71,239.42
08/02/2010,260.16,118.115,165.165,216.14,241.005
09/02/2010,256.6,116.43,162.865,213.16,237.69
10/02/2010,248.995,112.925,158.005,206.825,230.635
11/02/2010,245.695,111.41,155.91,204.095,227.59
12/02/2010,249.625,113.24,158.515,207.445,231.275
15/02/2010,249.6,113.2,158.5,207.4,231.3
16/02/2010,248.445,112.745,157.96,207.125,230.52
17/02/2010,243.01,110.16,154.41,202.555,225.46
18/02/2010,242.845,110.12,154.385,202.485,225.335
19/02/2010,237.305,107.585,150.88,197.88,220.2
22/02/2010,232.87,105.455,148,194.135,216.055
23/02/2010,236.345,107.05,150.29,197.11,219.33
24/02/2010,235.505,106.52,149.635,196.345,218.515
25/02/2010,233.845,105.715,148.565,194.97,216.98
26/02/2010,222.235,100.26,140.99,185.165,206.14
01/03/2010,214.91,96.805,136.265,179.025,199.325
02/03/2010,210.72,94.845,133.565,175.515,195.43
03/03/2010,211.995,95.41,134.385,176.59,196.62
04/03/2010,202.7,91.1,128.38,168.775,187.955
05/03/2010,198.245,89.025,125.485,165.01,183.795
08/03/2010,192.45,86.375,121.86,160.235,178.45
09/03/2010,199.875,89.79,126.685,166.515,185.395
10/03/2010,189.905,85.18,120.245,158.14,176.105
11/03/2010,190.02,85.22,120.34,158.255,176.22
15/03/2010,188.955,84.675,119.69,157.385,175.24
16/03/2010,187.73,84.09,118.9,156.365,174.105
17/03/2010,183.6,82.155,116.225,152.9,170.26
18/03/2010,182.05,81.41,115.21,151.595,168.81
19/03/2010,185.59,83.05,117.54,154.595,172.125
22/03/2010,200.72,91.66,126.635,166.27,185.565
23/03/2010,194.95,88.91,122.9,161.44,180.205
24/03/2010,191.96,87.49,120.97,158.945,177.445
25/03/2010,193.885,88.435,122.28,160.61,179.245
26/03/2010,192.51,87.815,121.45,159.505,177.995
29/03/2010,191.38,87.225,120.725,158.58,176.965
30/03/2010,190.73,86.905,120.345,158.07,176.375
31/03/2010,195.375,89.06,123.32,161.94,180.685
01/04/2010,194.765,88.76,122.93,161.455,180.13
02/04/2010,194.45,88.64,122.805,161.255,179.875
05/04/2010,191.08,87.09,120.725,158.5,176.775
06/04/2010,189.99,86.61,120.075,157.625,175.78
07/04/2010,190.95,86.975,120.62,158.395,176.66
08/04/2010,194.77,88.645,122.995,161.535,180.17
09/04/2010,190.105,86.49,120.05,157.68,175.875
12/04/2010,185.225,84.17,116.925,153.615,171.35
13/04/2010,184.8,83.875,116.6,153.27,170.96
14/04/2010,182.31,82.715,114.99,151.16,168.63
15/04/2010,180.11,81.705,113.63,149.37,166.61
16/04/2010,185.17,84.015,116.865,153.615,171.325
19/04/2010,193.54,87.775,122.21,160.63,179.115
20/04/2010,186.37,84.475,117.645,154.65,172.455
21/04/2010,184.755,83.72,116.62,153.31,170.965
22/04/2010,190.235,86.19,120.08,157.875,176.05
23/04/2010,186.685,84.565,117.845,154.92,172.755
26/04/2010,187.14,84.7,118.195,155.355,173.2
27/04/2010,205.945,93.445,130.29,171.135,190.715
28/04/2010,201.1,91.085,127.07,167.015,186.175
29/04/2010,193.515,87.605,122.26,160.715,179.15
30/04/2010,202.095,91.52,127.74,167.89,187.12
03/05/2010,203.335,91.995,128.51,168.93,188.275
04/05/2010,214.79,97.32,135.925,178.565,198.945
05/05/2010,225.025,101.97,142.445,187.115,208.45
06/05/2010,268.895,122.34,170.825,224.075,249.365
07/05/2010,254.175,115.335,161.165,211.585,235.59
10/05/2010,209.34,94.475,132.255,173.965,193.87
11/05/2010,206.265,93.115,130.365,171.45,191.04
12/05/2010,198.43,89.475,125.345,164.895,183.765
13/05/2010,195.235,88,123.325,162.265,180.815
14/05/2010,214.255,96.74,135.545,178.205,198.51
17/05/2010,216.31,97.54,136.8,179.905,200.41
18/05/2010,212.735,95.92,134.545,176.93,197.1
19/05/2010,224.32,101.145,141.895,186.615,207.865
20/05/2010,236.6,106.83,149.86,196.965,219.31
21/05/2010,242.755,109.515,153.675,202.035,224.985
24/05/2010,239.975,108.175,151.905,199.725,222.415
25/05/2010,269.02,121.62,170.705,224.17,249.485
26/05/2010,239.68,107.98,151.675,199.42,222.105
27/05/2010,216.315,97.2,136.64,179.825,200.36
28/05/2010,214.855,96.655,135.9,178.745,199.08
31/05/2010,215.995,97.06,136.61,179.715,200.15
01/06/2010,233.905,105.285,148.175,194.79,216.845
02/06/2010,223.26,100.335,141.28,185.835,206.93
03/06/2010,214.875,96.365,135.755,178.605,198.875
04/06/2010,222.755,100.145,141.085,185.525,206.515
07/06/2010,224.315,100.66,141.965,186.77,207.94
08/06/2010,224.825,100.84,142.26,187.19,208.415
09/06/2010,231.13,103.735,146.375,192.54,214.315
10/06/2010,227.945,102.215,144.295,189.865,211.355
11/06/2010,225.92,101.395,143.16,188.29,209.535
14/06/2010,217.63,97.46,137.765,181.3,201.795
15/06/2010,213.705,95.65,135.255,178.03,198.17
16/06/2010,211.06,94.445,133.59,175.845,195.725
17/06/2010,208.335,93.14,131.8,173.535,193.17
18/06/2010,203.965,91.065,128.92,169.82,189.08
21/06/2010,197.025,89.545,123.83,162.88,182.01
22/06/2010,205.01,93.235,128.94,169.545,189.42
23/06/2010,210.7,95.8,132.54,174.295,194.7
24/06/2010,203.51,93.915,146.805,179.17,192.63
25/06/2010,205.25,94.69,148.075,180.72,194.295
28/06/2010,203.145,93.625,146.585,178.89,192.32
29/06/2010,218.98,94.695,153.865,191.11,206.58
30/06/2010,213.76,92.09,149.965,186.44,201.61
01/07/2010,213.5,91.955,149.775,186.2,201.35
02/07/2010,210.26,90.525,147.51,183.385,198.295
05/07/2010,203.705,87.63,142.95,177.7,192.125
06/07/2010,208.18,89.56,146.125,181.615,196.35
07/07/2010,205.94,88.525,144.535,179.665,194.25
08/07/2010,198.485,85.255,139.3,173.185,187.23
09/07/2010,194.7,83.615,136.68,169.91,183.675
12/07/2010,194.095,83.315,136.32,169.43,183.12
13/07/2010,188.745,80.965,132.545,164.75,178.07
14/07/2010,186.28,79.895,130.85,162.63,175.76
15/07/2010,188.795,80.925,132.605,164.83,178.14
16/07/2010,197.515,84.66,138.78,172.485,186.39
19/07/2010,194.75,83.36,136.84,170.09,183.79
20/07/2010,192.655,82.45,135.4,168.285,181.83
21/07/2010,188.175,80.485,132.24,164.375,177.6
22/07/2010,184.34,78.76,129.49,160.995,173.96
23/07/2010,178.095,76.05,125.1,155.545,168.07
26/07/2010,176.255,75.245,123.875,153.97,166.345
27/07/2010,165.28,70.475,116.125,144.38,155.985
28/07/2010,170.795,72.875,120.075,149.235,161.215
29/07/2010,169.325,72.165,119.025,147.955,159.825
30/07/2010,173.62,73.995,122.075,151.75,163.91
02/08/2010,164.555,70.005,115.675,143.815,155.345
03/08/2010,165.91,70.595,116.67,145.035,156.65
04/08/2010,175.43,74.655,123.415,153.4,165.665
05/08/2010,178.405,75.955,125.57,156.04,168.49
06/08/2010,177.735,75.63,125.105,155.465,167.86
09/08/2010,171.115,72.725,120.48,149.705,161.63
10/08/2010,172.74,73.395,121.59,151.085,163.13
11/08/2010,175.095,74.365,123.235,153.14,165.36
12/08/2010,175.355,74.425,123.4,153.355,165.59
13/08/2010,171.635,72.835,120.805,150.11,162.08
16/08/2010,171.145,72.56,120.485,149.695,161.61
17/08/2010,165.85,70.245,116.72,145.005,156.555
18/08/2010,164.77,69.79,115.99,144.11,155.58
19/08/2010,164.115,69.5,115.565,143.575,154.985
20/08/2010,167.475,70.905,117.955,146.53,158.165
23/08/2010,173.35,52.835,99.695,144.965,160.865
24/08/2010,181.17,55.235,104.26,151.575,168.175
25/08/2010,186.705,56.91,107.46,156.265,173.37
26/08/2010,185.745,56.6,106.915,155.43,172.42
27/08/2010,195.985,59.75,112.885,164.035,181.955
30/08/2010,189.035,57.605,108.99,158.31,175.5
31/08/2010,195.415,59.55,112.7,163.685,181.505
01/09/2010,187.485,57.045,108.035,156.955,174.055
02/09/2010,183.96,55.965,106.025,154.065,170.835
03/09/2010,183.635,55.855,105.885,153.86,170.58
06/09/2010,174.145,52.905,100.425,145.94,161.78
07/09/2010,180.905,55.005,104.43,151.7,168.1
08/09/2010,193.095,55.85,106.095,154.15,176.535
09/09/2010,192.685,55.415,105.295,152.95,175.845
10/09/2010,191.565,55.135,104.79,152.145,174.87
13/09/2010,183.345,52.7,100.31,145.63,167.375
14/09/2010,188.995,54.315,103.44,150.165,172.56
15/09/2010,187.8,53.91,102.73,149.195,171.465
16/09/2010,185.955,53.38,101.775,147.795,169.82
17/09/2010,182.65,52.415,99.99,145.195,166.82
20/09/2010,186.64,54.795,100.705,146.82,169.6
21/09/2010,183.87,53.925,99.135,144.585,167.065
22/09/2010,182.32,53.38,98.23,143.285,165.595
23/09/2010,186.02,54.47,100.265,146.265,169.01
24/09/2010,185.59,54.325,100.045,145.94,168.625
27/09/2010,181.65,53.13,97.955,142.885,165.07
28/09/2010,182.55,53.34,98.405,143.555,165.865
29/09/2010,180.28,52.635,97.155,141.755,163.77
30/09/2010,178.61,52.125,96.245,140.46,162.29
01/10/2010,177.25,51.715,95.53,139.42,161.075
04/10/2010,175.605,51.19,94.68,138.17,159.605
05/10/2010,168.55,49.06,90.81,132.57,153.165
06/10/2010,165.275,48.08,89.025,129.985,150.19
07/10/2010,164.095,47.715,88.405,129.09,149.135
08/10/2010,164.335,47.73,88.48,129.24,149.34
11/10/2010,160.345,46.51,86.34,126.14,145.74
12/10/2010,162.555,47.17,87.595,127.94,147.77
13/10/2010,158.37,45.905,85.305,124.615,143.96
14/10/2010,158.7,46,85.51,124.915,144.275
15/10/2010,161.835,46.935,87.275,127.445,147.17
18/10/2010,166.42,48.28,89.865,131.165,151.41
19/10/2010,168.515,48.875,91,132.84,153.32
20/10/2010,171.095,49.595,92.38,134.85,155.66
21/10/2010,163.23,47.25,88.075,128.63,148.495
22/10/2010,162.905,47.17,87.965,128.435,148.24
25/10/2010,167.635,51.195,83.09,127.865,144.765
26/10/2010,167.27,51.085,82.945,127.64,144.485
27/10/2010,173.335,53.03,86.095,132.39,149.815
28/10/2010,170.195,52.085,84.6,130.055,147.14
29/10/2010,172.965,53.225,86.425,132.605,149.9
01/11/2010,170.335,52.325,85.055,130.555,147.575
02/11/2010,171.335,52.645,85.61,131.395,148.495
03/11/2010,173.025,51.885,84.405,129.575,148.56
04/11/2010,166.76,49.975,81.345,124.935,143.165
05/11/2010,163.035,48.76,79.415,122.035,139.885
08/11/2010,170.895,51.15,83.355,128.075,146.77
09/11/2010,171.165,51.24,83.515,128.275,147.005
10/11/2010,173.475,52.04,84.815,130.155,149.1
11/11/2010,179.175,53.77,87.67,134.51,154.055
12/11/2010,186.505,56.05,91.355,140.04,160.37
15/11/2010,186.14,55.99,91.35,139.96,160.205
16/11/2010,200.235,60.385,98.515,150.74,172.425
17/11/2010,190.51,57.39,93.695,143.44,164.085
18/11/2010,183.88,55.3,90.345,138.425,158.35
19/11/2010,183.86,55.305,90.385,138.425,158.335
22/11/2010,184.51,55.47,90.735,138.95,158.915
23/11/2010,195.795,58.9,96.385,147.585,168.75
24/11/2010,191.28,57.46,94.065,144.095,164.79
25/11/2010,186.355,55.995,91.69,140.43,160.565
26/11/2010,194.89,58.615,96,146.93,167.915
29/11/2010,195.065,58.65,96.155,147.18,168.185
30/11/2010,203.355,61.175,100.325,153.5,175.39
01/12/2010,182.25,54.58,89.59,137.275,156.95
02/12/2010,181.96,54.59,89.61,137.22,156.815
03/12/2010,180.025,54.005,88.685,135.775,155.15
06/12/2010,179.585,53.82,88.505,135.535,154.83
07/12/2010,174.135,52.06,85.67,131.3,150.03
08/12/2010,174.565,52.305,86.06,131.775,150.515
09/12/2010,174.37,52.295,86.065,131.725,150.425
10/12/2010,171.535,51.375,84.585,129.47,147.865
13/12/2010,168.555,50.5,83.22,127.3,145.35
14/12/2010,167.5,50.115,82.64,126.49,144.435
15/12/2010,173.445,52.05,85.82,131.225,149.745
16/12/2010,174.385,52.395,86.415,132.055,150.64
17/12/2010,174.655,52.41,86.48,132.195,150.815
20/12/2010,182.355,56.015,89.585,136.85,156.87
21/12/2010,177.86,54.55,87.29,133.425,152.96
22/12/2010,172.335,52.76,84.475,129.18,148.12
23/12/2010,172.945,52.585,84.28,129.165,148.265
24/12/2010,172.5,52.5,84.1,128.9,147.9
27/12/2010,172.5,52.5,84.1,128.9,147.9
28/12/2010,173.745,52.84,84.69,129.805,148.945
29/12/2010,172.935,52.665,84.39,129.32,148.375
30/12/2010,172.285,52.385,84,128.73,147.695
31/12/2010,171.735,52.205,83.75,128.365,147.265
03/01/2011,170.73,51.81,83.205,127.575,146.36
04/01/2011,166.66,50.53,81.215,124.56,142.88
05/01/2011,168.14,50.965,81.935,125.67,144.155
06/01/2011,172.82,52.515,84.395,129.33,148.29
07/01/2011,175.34,53.25,85.6,131.18,150.425
10/01/2011,190.34,57.845,93.085,142.585,163.43
11/01/2011,188.48,57.21,92.105,141.15,161.8
12/01/2011,182.21,55.275,89.02,136.445,156.405
13/01/2011,186.035,56.475,90.975,139.4,159.755
14/01/2011,185.355,56.19,90.57,138.835,159.125
17/01/2011,183.325,55.535,89.6,137.345,157.4
18/01/2011,185.505,56.205,90.715,139.04,159.31
19/01/2011,188.95,57.3,92.49,141.71,162.34
20/01/2011,196.485,59.61,96.255,147.455,168.88
21/01/2011,199.155,60.505,97.715,149.585,171.265
24/01/2011,195.95,59.44,96.095,147.155,168.48
25/01/2011,204.285,62.04,100.32,153.55,175.75
26/01/2011,200.95,60.935,98.575,150.93,172.8
27/01/2011,201.82,61.24,99.105,151.725,173.635
28/01/2011,215.175,65.415,105.87,161.965,185.29
31/01/2011,213.2,64.685,104.83,160.44,183.54
01/02/2011,199.075,60.295,97.755,149.695,171.29
02/02/2011,203.72,61.775,100.17,153.31,175.38
03/02/2011,207.245,62.915,102.01,156.035,178.465
04/02/2011,212.795,62.64,101.68,156.95,180.76
07/02/2011,206.29,60.81,98.77,152.34,175.365
08/02/2011,203.755,60.055,97.595,150.54,173.255
09/02/2011,206.34,60.875,98.92,152.5,175.485
10/02/2011,207.09,61.01,99.21,153,176.07
11/02/2011,206.55,60.89,99.03,152.665,175.66
14/02/2011,205.835,60.58,98.635,152.095,174.995
15/02/2011,208.32,61.275,99.78,153.88,177.07
16/02/2011,207.235,60.91,99.25,153.095,176.16
17/02/2011,201.095,59.16,96.405,148.66,171
18/02/2011,198.95,58.48,95.35,147.08,169.18
21/02/2011,199.62,58.635,95.72,147.64,169.79
22/02/2011,206.86,60.685,99.12,152.94,175.9
23/02/2011,210.83,61.715,100.855,155.71,179.155
24/02/2011,206.24,60.41,98.755,152.42,175.32
25/02/2011,200.925,58.87,96.26,148.54,170.825
28/02/2011,202.69,59.3,97.075,149.835,172.3
01/03/2011,203.75,59.575,97.58,150.635,173.215
02/03/2011,203.575,59.5,97.495,150.51,173.06
03/03/2011,198.16,57.99,95.025,146.665,168.59
04/03/2011,196.66,57.64,94.465,145.67,167.38
07/03/2011,197.47,57.75,94.785,146.25,168.045
08/03/2011,194.105,56.17,92.215,142.26,172
09/03/2011,193.07,55.76,91.56,141.24,170.985
10/03/2011,196.745,56.73,93.205,143.84,174.175
11/03/2011,196.335,56.545,92.955,143.5,173.79
14/03/2011,197.565,56.845,93.565,144.465,174.935
15/03/2011,202.125,58.07,95.64,147.74,178.95
16/03/2011,198.63,57.055,93.995,145.195,175.86
17/03/2011,196.89,56.445,93.05,143.835,174.265
18/03/2011,193.66,55.59,91.655,141.58,171.47
21/03/2011,199.615,58.555,93.56,144.415,175.8
22/03/2011,202.65,59.485,95.05,146.65,178.485
23/03/2011,204.86,60.09,96.045,148.21,180.4
24/03/2011,202.11,59.315,94.83,146.305,178.04
25/03/2011,198.68,58.36,93.32,143.925,175.08
28/03/2011,200.325,58.815,94.125,145.145,176.54
29/03/2011,199.615,58.595,93.8,144.635,175.915
30/03/2011,198.82,42.115,90.68,140.645,173.78
31/03/2011,198.64,42.03,90.56,140.5,173.615
01/04/2011,195.095,41.31,89.045,138.08,170.555
04/04/2011,194.275,41.09,88.69,137.5,169.85
05/04/2011,194.25,41.055,88.68,137.5,169.85
06/04/2011,194.15,41.07,88.71,137.5,169.8
07/04/2011,195.47,41.365,89.39,138.5,170.98
08/04/2011,191.65,40.555,87.69,135.87,167.7
11/04/2011,192.595,40.725,88.2,136.625,168.575
12/04/2011,196.855,41.605,90.14,139.63,172.295
13/04/2011,195.915,41.34,89.63,138.895,171.445
14/04/2011,202.515,42.66,92.575,143.5,177.16
15/04/2011,196.685,41.48,90.025,139.485,172.135
18/04/2011,203.89,42.865,93.22,144.5,178.385
19/04/2011,202.7,42.565,92.64,143.645,177.35
20/04/2011,199.32,41.865,91.155,141.31,174.43
21/04/2011,199.79,41.98,91.445,141.7,174.865
22/04/2011,199.51,41.905,91.315,141.5,174.62
25/04/2011,198.48,41.665,90.93,140.855,173.77
26/04/2011,194.41,40.795,89.085,137.995,170.23
27/04/2011,191.85,40.225,87.895,136.18,168
28/04/2011,186.375,39.11,85.49,132.41,163.29
29/04/2011,183.88,38.57,84.355,130.665,161.12
02/05/2011,182.63,38.26,83.805,129.8,160.05
03/05/2011,186.205,38.975,85.43,132.315,163.165
04/05/2011,188.885,39.505,86.635,134.185,165.49
05/05/2011,192.605,40.24,88.295,136.785,168.71
06/05/2011,189.905,39.645,87.045,134.86,166.35
09/05/2011,188.61,39.345,86.51,134,165.26
10/05/2011,187.325,39.07,85.95,133.13,164.165
11/05/2011,189.225,39.475,86.88,134.52,165.855
12/05/2011,188.97,39.39,86.75,134.32,165.61
13/05/2011,190.36,39.68,87.435,135.37,166.865
16/05/2011,191.17,39.79,87.81,135.95,167.57
17/05/2011,192.52,40.03,88.405,136.885,168.75
18/05/2011,189.835,39.465,87.19,135,166.415
19/05/2011,188.415,39.205,86.64,134.085,165.22
20/05/2011,184.69,38.65,85.415,131.995,162.355
23/05/2011,188.155,39.32,87.04,134.5,165.425
24/05/2011,188.42,39.355,87.16,134.68,165.65
25/05/2011,189.545,39.565,87.68,135.485,166.64
26/05/2011,188.67,39.375,87.31,134.905,165.895
27/05/2011,188.535,39.305,87.215,134.775,165.755
30/05/2011,188.57,39.28,87.3,134.87,165.835
31/05/2011,185.07,38.55,85.725,132.415,162.79
01/06/2011,185.605,38.65,85.985,132.815,163.275
02/06/2011,183.85,38.22,85.095,131.5,161.7
03/06/2011,187.86,39.07,87.015,134.44,165.275
06/06/2011,189.095,39.27,87.62,135.35,166.37
07/06/2011,185.55,38.54,86.03,132.87,163.3
08/06/2011,186.17,38.655,86.345,133.355,163.865
09/06/2011,187.295,38.83,86.795,134.12,164.85
10/06/2011,189.535,39.31,87.89,135.755,166.825
13/06/2011,189.635,39.525,88.505,136.46,167.365
14/06/2011,185.21,38.6,86.49,133.33,163.49
15/06/2011,184.3,38.465,86.19,132.78,162.735
16/06/2011,186.82,38.92,87.275,134.5,164.915
17/06/2011,181.68,37.84,84.88,130.805,160.37
20/06/2011,194.935,41.615,89.415,138.565,171.025
21/06/2011,195.995,41.845,89.94,139.36,171.985
22/06/2011,210.85,45.01,96.795,149.97,185.055
23/06/2011,212.765,45.385,97.66,151.325,186.735
24/06/2011,210.585,44.87,96.615,149.75,184.81
27/06/2011,209.515,44.585,96.13,149,183.89
28/06/2011,207.195,44.1,95.11,147.38,181.87
29/06/2011,202.77,43.22,93.22,144.35,178.045
30/06/2011,194.67,41.53,89.605,138.69,170.98
01/07/2011,192.875,41.185,88.9,137.5,169.435
04/07/2011,188.74,40.285,87.06,134.62,165.84
05/07/2011,189.35,40.4,87.36,135.07,166.385
06/07/2011,190.455,40.585,87.82,135.835,167.37
07/07/2011,188.425,40.135,86.9,134.41,165.6
08/07/2011,190.425,40.575,87.875,135.865,167.365
11/07/2011,196.99,41.86,90.845,140.53,173.135
12/07/2011,197.395,41.88,90.93,140.725,173.44
13/07/2011,195.64,41.495,90.13,139.5,171.9
14/07/2011,197.99,41.97,91.225,141.18,173.985
15/07/2011,200.925,42.595,92.63,143.33,176.595
18/07/2011,207.47,43.92,95.645,148,182.36
19/07/2011,197.145,41.725,90.905,140.65,173.295
20/07/2011,196.26,41.525,90.51,140.03,172.52
21/07/2011,191.155,40.45,88.205,136.435,168.06
22/07/2011,188.505,39.915,87.08,134.635,165.785
25/07/2011,190.17,40.195,87.84,135.83,167.26
26/07/2011,188.115,39.755,86.92,134.405,165.48
27/07/2011,186.225,39.325,86.03,133.04,163.805
28/07/2011,186.665,39.425,86.27,133.385,164.21
29/07/2011,186.46,39.36,86.18,133.25,164.04
01/08/2011,185.585,39.07,85.705,132.58,163.255
02/08/2011,189.69,39.89,87.55,135.45,166.835
03/08/2011,189.685,39.825,87.46,135.355,166.765
04/08/2011,196.96,41.325,90.8,140.53,173.165
05/08/2011,202.715,42.41,93.28,144.45,178.115
08/08/2011,240.37,50.33,110.56,171.54,211.33
09/08/2011,226.025,47.225,104.08,161.105,198.595
10/08/2011,239.175,49.895,110.02,170.335,210.13
11/08/2011,240.89,50.12,110.655,171.48,211.55
12/08/2011,235.795,49.3,108.51,168.085,207.22
15/08/2011,224.005,46.62,103.115,159.695,196.875
16/08/2011,218.47,62.11,111.355,160.63,194.08
17/08/2011,209.27,59.415,106.565,153.75,185.84
18/08/2011,229.6,65.09,116.805,168.56,203.81
19/08/2011,223.695,63.35,113.725,164.135,198.5
22/08/2011,229.555,64.985,116.79,168.51,203.735
23/08/2011,240.935,68.21,122.635,176.91,213.865
24/08/2011,251.205,71.125,127.9,184.5,223.01
25/08/2011,245.135,69.46,124.975,180.21,217.74
26/08/2011,248.98,70.535,126.965,183.085,221.18
29/08/2011,243.905,69.005,124.375,179.355,216.685
30/08/2011,238.75,67.55,121.81,175.635,212.14
31/08/2011,222.14,62.855,113.37,163.435,197.395
01/09/2011,223.66,63.295,114.205,164.635,198.805
02/09/2011,236.09,66.705,120.425,173.665,209.785
05/09/2011,242.39,68.335,123.52,178.14,215.265
06/09/2011,245.62,69.22,125.18,180.53,218.15
07/09/2011,236.125,65.96,119.39,172.48,208.93
08/09/2011,238.265,66.57,120.545,174.13,210.88
09/09/2011,248.96,69.41,125.755,181.745,220.21
12/09/2011,261.63,72.77,132.04,190.855,231.325
13/09/2011,256.305,71.345,129.49,187.095,226.68
14/09/2011,264.595,73.605,133.655,193.13,234
15/09/2011,260.85,72.56,131.815,190.46,230.73
16/09/2011,256.57,71.43,129.81,187.5,227.05
19/09/2011,268.15,74.51,135.605,195.89,237.225
20/09/2011,278.745,78.955,138.7,201.265,245.12
21/09/2011,325.095,91.625,161.14,234.07,285.4
22/09/2011,394.735,110.335,194.26,282.65,345.395
23/09/2011,404.87,112.785,198.69,289.265,353.79
26/09/2011,429.17,119.315,210.48,306.435,374.835
27/09/2011,353.53,99.175,174.83,254.025,309.94
28/09/2011,384,107.44,189.54,275.515,336.345
29/09/2011,397.355,110.99,195.9,284.865,347
30/09/2011,425.73,118.58,209.43,304.665,372.28
03/10/2011,448.07,124.295,219.85,320,391.32
04/10/2011,456.225,126.22,223.345,325.22,398.005
05/10/2011,415.8,115.545,204.415,297.36,363.45
06/10/2011,394.12,109.98,194.53,282.69,345.085
07/10/2011,369.445,103.445,182.97,265.665,323.94
10/10/2011,334.365,94,166.355,241.24,293.745
11/10/2011,336.805,94.64,167.555,242.975,295.865
12/10/2011,312.73,88.14,156.04,226.09,275.05
13/10/2011,310.745,87.615,155.19,224.82,273.41
14/10/2011,289.915,81.845,144.98,210,255.305
17/10/2011,300.98,84.885,150.575,218.09,265.09
18/10/2011,305.72,86.08,152.775,221.34,269.13
19/10/2011,300.175,84.55,150.1,217.435,264.335
20/10/2011,313.62,88.19,156.66,227.01,276.055
