tanggal_lelang_pricing,tanggal_setelmen,metode,seri,code,jatuh_tempo,kupon_imbalan,lowest_incoming_yield_price,way_incoming,highest_incoming_yield_price,lowest_awarded_yield_price,way_awarded,highest_awarded_yield_price,target_penerbitan,total_penawaran,jumlah_penawaran_per_lelang,total_penawaran_memenuhi_benchmark,jumlah_penawaran_memenuhi_benchmark_per_lelang,total_penawaran_diterima,jumlah_penawaran_diterima_per_lelang,bid_to_cover_ratio,owners_estimate,tenor,,
2023-02-28,2023-03-02,Lelang,SPN12240229,spn12m,2024-02-29,Diskonto,0.0545,0.0554852,0.0565,0.0545,0.055,0.0555,23000000,8000000,45974400,2350000,21000000,2350000,20000000,3.404255319148936,0.055,1.001367989,,
2023-02-28,2023-03-02,Lelang,FR0095,bm05,2028-08-15,0.06375,0.065,0.0657813,0.067,0.065,0.0654566,0.0656,23000000,10480500,45974400,5050000,21000000,4150000,20000000,2.525421686746988,0.0655,5.460766423,,
2023-02-28,2023-03-02,Lelang,FR0096,bm10,2033-02-15,0.07,0.0681,0.06884,0.07,0.0681,0.0685999,0.0688,23000000,15207300,45974400,8250000,21000000,8250000,20000000,1.843309090909091,0.0686,9.965156794,,
2023-02-28,2023-03-02,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0707,0.0714716,0.0725,0.0707,0.0711893,0.0713,23000000,6343800,45974400,2400000,21000000,2300000,20000000,2.7581739130434784,0.0712,15.2936345,,
2023-02-28,2023-03-02,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0707,0.0717365,0.073,0.0707,0.0713938,0.0716,23000000,3521100,45974400,1350000,21000000,1350000,20000000,2.6082222222222224,0.0714,20.29361147,,
2023-02-28,2023-03-02,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0704,0.0715858,0.0728,0.0704,0.071183,0.0715,23000000,1821700,45974400,1050000,21000000,1050000,20000000,1.734952380952381,0.0712,28.46063066,,
2023-03-14,2023-03-16,Lelang,SPN03230614,spn03m,2023-06-14,Diskonto,0.044,0.0448412,0.05,0.044,0.0442833,0.0447,20000000,1250000,52661700,1250000,36950000,1000000,20000000,1.25,0.045,0.252054795,,
2023-03-14,2023-03-16,Lelang,SPN12240229,spn12m,2024-02-29,Diskonto,0.054,0.0557899,0.0564,0.054,0.0548033,0.0551,20000000,10150000,52661700,2600000,36950000,2000000,20000000,5.075,0.055,0.961748634,,
2023-03-14,2023-03-16,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0631,0.06368,0.0655,0.0631,0.0633913,0.0636,20000000,11519000,52661700,8950000,36950000,5200000,20000000,2.215192307692308,0.0636,5.422445255,,
2023-03-14,2023-03-16,Lelang,FR0096,bm10,2033-02-15,0.07,0.0668,0.0676877,0.0705,0.0668,0.0670644,0.0672,20000000,22432000,52661700,18350000,36950000,7800000,20000000,2.875897435897436,0.0675,9.926829268,,
2023-03-14,2023-03-16,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0691,0.0700287,0.073,0.0691,0.0694697,0.0698,20000000,3531900,52661700,3200000,36950000,2400000,20000000,1.471625,0.0698,15.25530459,,
2023-03-14,2023-03-16,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0696,0.0706076,0.073,0.0696,0.0698635,0.0702,20000000,2994100,52661700,2300000,36950000,1350000,20000000,2.217851851851852,0.0702,20.25528031,,
2023-03-14,2023-03-16,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0703,0.0709236,0.0716,0.0703,0.0705637,0.0707,20000000,784700,52661700,300000,36950000,250000,20000000,3.1388,0.0706,28.42229985,,
2023-03-28,2023-03-30,Lelang,SPN03230628,spn03m,2023-06-28,Diskonto,0.0445,0.04459,0.0447,0.0445,0.04459,0.0447,20000000,150000,29338300,150000,21050000,150000,20000000,1,0.0446,0.252054795,,
2023-03-28,2023-03-30,Lelang,SPN12240328,spn12m,2024-03-28,Diskonto,0.0545,0.0547,0.055,0.0545,0.0547,0.055,20000000,1350000,29338300,1350000,21050000,1350000,20000000,1,0.0547,1,,
2023-03-28,2023-03-30,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0633,0.0637408,0.0645,0.0633,0.0635993,0.0639,20000000,9387600,29338300,7000000,21050000,7000000,20000000,1.3410857142857142,0.0636,5.384124088,,
2023-03-28,2023-03-30,Lelang,FR0096,bm10,2033-02-15,0.07,0.0671,0.0679989,0.069,0.0671,0.0676521,0.0679,20000000,12680500,29338300,8400000,21050000,7350000,20000000,1.7252380952380952,0.0677,9.888501742,,
2023-03-28,2023-03-30,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0694,0.0701272,0.0715,0.0694,0.0699996,0.0702,20000000,2857200,29338300,2100000,21050000,2100000,20000000,1.3605714285714283,0.07,15.21697467,,
2023-03-28,2023-03-30,Lelang,FR0097,bm20,2043-06-15,0.07125,0.07,0.070467,0.0715,0.07,0.0702926,0.0705,20000000,1629200,29338300,1250000,21050000,1250000,20000000,1.30336,0.0703,20.21694915,,
2023-03-28,2023-03-30,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0703,0.0708014,0.0716,0.0703,0.0705869,0.0708,20000000,1283800,29338300,800000,21050000,800000,20000000,1.60475,0.0706,28.38396903,,
2023-04-11,2023-04-13,Lelang,SPN03230712,spn03m,2023-07-12,Diskonto,0.0442,0.04444,0.0446,0.0442,0.04444,0.0446,17000000,50000,44989800,50000,20100000,50000,16050000,1,0.0445,0.252054795,,
2023-04-11,2023-04-13,Lelang,SPN12240411,spn12m,2024-04-11,Diskonto,0.0535,0.0547681,0.0575,0.0535,0.0543,0.0548,17000000,9900000,44989800,2000000,20100000,2000000,16050000,4.95,0.0543,1,,
2023-04-11,2023-04-13,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0627,0.0636364,0.065,0.0627,0.0633988,0.0635,17000000,7237500,44989800,2150000,20100000,2150000,16050000,3.366279069767442,0.0634,5.34580292,,
2023-04-11,2023-04-13,Lelang,FR0096,bm10,2033-02-15,0.07,0.0661,0.0666234,0.07,0.0661,0.0663068,0.0665,17000000,19441500,44989800,13350000,20100000,9300000,16050000,2.090483870967742,0.0664,9.850174216,,
2023-04-11,2023-04-13,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0687,0.0693958,0.0705,0.0687,0.0689963,0.0692,17000000,5461800,44989800,1950000,20100000,1950000,16050000,2.800923076923077,0.069,15.17864476,,
2023-04-11,2023-04-13,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0691,0.070023,0.0704,0.0691,0.0694964,0.0697,17000000,1586400,44989800,200000,20100000,200000,16050000,7.932,0.0695,20.17861799,,
2023-04-11,2023-04-13,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0697,0.0703477,0.0714,0.0697,0.0698903,0.0701,17000000,1312600,44989800,400000,20100000,400000,16050000,3.2815,0.0699,28.34563822,,
2023-05-16,2023-05-18,Lelang,SPN12230818,spn03m,2023-08-18,Diskonto,0.0427,0.0431046,0.0448,0.0427,0.04279,0.043,17000000,1200000,65448800,1100000,19000000,1000000,15000000,1.2,0.043,0.257534247,,
2023-05-16,2023-05-18,Lelang,SPN12240201,spn12m,2024-02-01,Diskonto,0.0527,0.0534704,0.0547,0.0527,0.0527941,0.0529,17000000,2780000,65448800,1600000,19000000,1600000,15000000,1.7375,0.0528,0.715068493,,
2023-05-16,2023-05-18,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0603,0.0609137,0.0629,0.0603,0.0604642,0.0605,17000000,13458500,65448800,3750000,19000000,2300000,15000000,5.851521739130435,0.0605,5.25,,
2023-05-16,2023-05-18,Lelang,FR0096,bm10,2033-02-15,0.07,0.0634,0.0640276,0.0655,0.0634,0.0636362,0.0637,17000000,23519400,65448800,4600000,19000000,2800000,15000000,8.399785714285715,0.0637,9.754355401,,
2023-05-16,2023-05-18,Lelang,FR0098,bm15,2038-06-15,0.07125,0.066,0.0666711,0.068,0.066,0.0662937,0.0664,17000000,15406300,65448800,4750000,19000000,4650000,15000000,3.313182795698925,0.0663,15.08281999,,
2023-05-16,2023-05-18,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0668,0.067339,0.0686,0.0668,0.066922,0.067,17000000,5332100,65448800,2300000,19000000,1750000,15000000,3.0469142857142857,0.067,20.08279009,,
2023-05-16,2023-05-18,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0682,0.0690194,0.07,0.0682,0.0685991,0.0688,17000000,3752500,65448800,900000,19000000,900000,15000000,4.169444444444444,0.0686,28.24981118,,
2023-05-29,2023-05-31,Lelang,SPN03230829,spn03m,2023-08-29,Diskonto,0,0,0,0,0,0,17000000,0,58443400,0,18500000,900000,15000000,0,0.043,0.252054795,,
2023-05-29,2023-05-31,Lelang,SPN12240201,spn12m,2024-05-29,Diskonto,0.052,0.0534143,0.0549,0.052,0.052815,0.0537,17000000,3000000,58443400,2450000,18500000,2000000,15000000,1.5,0.053,1,,
2023-05-29,2023-05-31,Lelang,FR0095,bm05,2028-08-15,0.06375,0.06,0.0606136,0.0615,0.06,0.060188,0.0605,17000000,10704000,58443400,5700000,18500000,4350000,15000000,2.460689655172414,0.0603,5.214416058,,
2023-05-29,2023-05-31,Lelang,FRSDG001,sdg07,2030-10-15,0.07375,0.0635,0.0643128,0.0657,0,0,0,17000000,10952000,58443400,0,18500000,0,15000000,0,0.0625,7.381245722,,
2023-05-29,2023-05-31,Lelang,FR0096,bm10,2033-02-15,0.07,0.0637,0.0641365,0.065,0.0637,0.0638714,0.0639,17000000,14722000,58443400,4500000,18500000,3500000,15000000,4.206285714285714,0.0639,9.718765555,,
2023-05-29,2023-05-31,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0667,0.067052,0.068,0.0667,0.0667768,0.0668,17000000,10934200,58443400,1950000,18500000,1600000,15000000,6.833875,0.0668,15.04722793,,
2023-05-29,2023-05-31,Lelang,FR0097,bm20,2043-06-15,0.07125,0.067,0.0673638,0.0684,0.067,0.067,0.067,17000000,5236100,58443400,2200000,18500000,2200000,15000000,2.3800454545454546,0.067,20.04719687,,
2023-05-29,2023-05-31,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0681,0.0686092,0.0699,0.0681,0.0682206,0.0683,17000000,2895100,58443400,1700000,18500000,1350000,15000000,2.1445185185185185,0.0683,28.21421828,,
2023-06-13,2023-06-15,Lelang,SPN12230914,spn03m,2023-09-14,Diskonto,0,0,0,0,0,0,15000000,0,76242200,0,27700000,1350000,15000000,0,0.042,0.254794521,,
2023-06-13,2023-06-15,Lelang,SPN12240229,spn12m,2024-02-29,Diskonto,0.052,0.0523769,0.053,0.052,0.0521978,0.0526,15000000,1930000,76242200,1550000,27700000,1550000,15000000,1.2451612903225806,0.0522,0.713114754,,
2023-06-13,2023-06-15,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0585,0.0590054,0.0599,0.0585,0.058551,0.0586,15000000,14419000,76242200,3150000,27700000,2100000,15000000,6.866190476190476,0.0586,5.173357664,,
2023-06-13,2023-06-15,Lelang,FR0096,bm10,2033-02-15,0.07,0.0619,0.0627328,0.0637,0.0619,0.0620438,0.0622,15000000,24868000,76242200,10250000,27700000,3950000,15000000,6.295696202531645,0.0623,9.677700348,,
2023-06-13,2023-06-15,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0643,0.0652219,0.0665,0.0643,0.0645479,0.0648,15000000,18230000,76242200,8000000,27700000,4250000,15000000,4.289411764705882,0.0648,15.00616016,,
2023-06-13,2023-06-15,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0651,0.0660586,0.067,0.0651,0.0657633,0.0658,15000000,9581000,76242200,1900000,27700000,1400000,15000000,6.843571428571429,0.0658,20.00612777,,
2023-06-13,2023-06-15,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0669,0.06781,0.0691,0.0669,0.0673069,0.0674,15000000,7214200,76242200,2850000,27700000,1750000,15000000,4.1224,0.0674,28.17314955,,
2023-06-27,2023-07-04,Lelang,SPN03230929,spn03m,2024-02-29,Diskonto,0,0,0,0,0,0,15000000,0,37562800,0,14100000,1750000,14000000,0,0.0425,0.674863388,,
2023-06-27,2023-07-04,Lelang,SPN12240628,spn12m,2024-06-28,Diskonto,0.0528,0.0531571,0.0535,0.0528,0.053,0.0532,15000000,1250000,37562800,800000,14100000,800000,14000000,1.5625,0.053,1.004103967,,
2023-06-27,2023-07-04,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0583,0.0589202,0.06,0.0583,0.0584915,0.059,15000000,7748000,37562800,3650000,14100000,3600000,14000000,2.152222222222222,0.0585,5.135036496,,
2023-06-27,2023-07-04,Lelang,FR0096,bm10,2033-02-15,0.07,0.0623,0.0627313,0.0635,0.0623,0.0623,0.0623,15000000,11380000,37562800,2050000,14100000,2050000,14000000,5.5512195121951216,0.0623,9.639372822,,
2023-06-27,2023-07-04,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0643,0.0648751,0.0659,0.0643,0.0643986,0.0645,15000000,8646000,37562800,3100000,14100000,3100000,14000000,2.789032258064516,0.0644,14.96783025,,
2023-06-27,2023-07-04,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0652,0.0656771,0.067,0.0652,0.0652933,0.0654,15000000,5576000,37562800,2400000,14100000,2350000,14000000,2.3727659574468083,0.0653,19.96779661,,
2023-06-27,2023-07-04,Lelang,FR0089,bm30,2051-08-15,0.06875,0.067,0.0673744,0.0687,0.067,0.0670944,0.0672,15000000,2962800,37562800,2100000,14100000,2100000,14000000,1.4108571428571428,0.0671,28.13481873,,
2023-07-11,2023-07-13,Lelang,SPN12231012,spn03m,2023-10-12,Diskonto,0.0455,0.045675,0.046,0,0,0,14000000,200000,47796600,0,16100000,0,13000000,0,0.0435,0.254794521,,
2023-07-11,2023-07-13,Lelang,SPN12240411,spn12m,2024-04-11,Diskonto,0.0521,0.0523,0.0525,0.0521,0.0523,0.0525,14000000,800000,47796600,800000,16100000,800000,13000000,1,0.0523,0.75136612,,
2023-07-11,2023-07-13,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0593,0.0601938,0.062,0.0593,0.0593,0.0593,14000000,12966000,47796600,1600000,16100000,1600000,13000000,8.10375,0.0593,5.096715328,,
2023-07-11,2023-07-13,Lelang,FR0096,bm10,2033-02-15,0.07,0.0618,0.0623765,0.0638,0.0618,0.0620837,0.0622,14000000,13967000,47796600,4100000,16100000,3550000,13000000,3.9343661971830985,0.0621,9.601045296,,
2023-07-11,2023-07-13,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0637,0.0641903,0.065,0.0637,0.0639489,0.064,14000000,10909500,47796600,5400000,16100000,3550000,13000000,3.073098591549296,0.064,14.92950034,,
2023-07-11,2023-07-13,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0645,0.065044,0.066,0.0645,0.0648,0.0649,14000000,4975000,47796600,1700000,16100000,1700000,13000000,2.926470588235294,0.0648,19.92946545,,
2023-07-11,2023-07-13,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0668,0.0672123,0.0683,0.0668,0.06694,0.067,14000000,3979100,47796600,2500000,16100000,1800000,13000000,2.210611111111111,0.067,28.09648792,,
2023-07-25,2023-07-27,Lelang,SPN03231025,spn03m,2023-10-25,Diskonto,0,0,0,0,0,0,14000000,5000,30999500,0,13200000,0,13000000,0,0.044,0.252054795,,
2023-07-25,2023-07-27,Lelang,SPN12240725,spn12m,2024-07-25,Diskonto,0.0534,0.0543923,0.0555,0.0534,0.05378,0.0545,14000000,1550000,30999500,750000,13200000,750000,13000000,2.066666666666667,0.0538,1,,
2023-07-25,2023-07-27,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0581,0.0591221,0.0602,0.0581,0.0589983,0.0592,14000000,3361100,30999500,2350000,13200000,2350000,13000000,1.4302553191489362,0.059,5.058394161,,
2023-07-25,2023-07-27,Lelang,FR0096,bm10,2033-02-15,0.07,0.0615,0.0623075,0.0631,0.0615,0.0619986,0.0621,14000000,12762200,30999500,4150000,13200000,4100000,13000000,3.112731707317073,0.062,9.56271777,,
2023-07-25,2023-07-27,Lelang,FR0098,bm15,2038-06-15,0.07125,0.063,0.0636825,0.0647,0.063,0.0633992,0.0636,14000000,6578800,30999500,2300000,13200000,2300000,13000000,2.8603478260869566,0.0634,14.89117043,,
2023-07-25,2023-07-27,Lelang,FR0097,bm20,2043-06-15,0.07125,0.064,0.0644726,0.0653,0.064,0.0641933,0.0644,14000000,3541000,30999500,1300000,13200000,1300000,13000000,2.723846153846154,0.0642,19.89113429,,
2023-07-25,2023-07-27,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0664,0.0668415,0.068,0.0664,0.0666807,0.0668,14000000,3201400,30999500,2350000,13200000,2200000,13000000,1.455181818181818,0.0667,28.0581571,,
2023-08-08,2023-08-10,Lelang,SPN12231109,spn03m,2023-11-09,Diskonto,0.045,0.0609547,0.0625,0.045,0.04525,0.0455,14000000,1610000,32540500,100000,9850000,100000,9850000,0,0.046,0.254794521,,
2023-08-08,2023-08-10,Lelang,SPN12240529,spn12m,2024-05-29,Diskonto,0.0524,0.0545357,0.055,0,0,0,14000000,1771000,32540500,100000,9850000,0,9850000,0,0.054,0.806010929,,
2023-08-08,2023-08-10,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0601,0.0606807,0.0613,0.0601,0.0603997,0.0605,14000000,3603400,32540500,450000,9850000,450000,9850000,8.007555555555555,0.0604,5.020072993,,
2023-08-08,2023-08-10,Lelang,FRSDG001,sdg07,2030-10-15,0.07375,0.0615,0.0627743,0.0654,0.0615,0.0622959,0.0625,14000000,5720000,32540500,1050000,9850000,1050000,9850000,5.447619047619048,0.0623,7.186858316,,
2023-08-08,2023-08-10,Lelang,FR0096,bm10,2033-02-15,0.07,0.0633,0.0636431,0.0645,0.0633,0.0633989,0.0635,14000000,9583500,32540500,2250000,9850000,2250000,9850000,4.259333333333333,0.0634,9.524390244,,
2023-08-08,2023-08-10,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0645,0.0649479,0.066,0.0645,0.0647998,0.0649,14000000,7357300,32540500,4350000,9850000,4350000,9850000,1.6913333333333334,0.0648,14.85284052,,
2023-08-08,2023-08-10,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0653,0.0657383,0.067,0.0653,0.0654912,0.0661,14000000,1153000,32540500,900000,9850000,900000,9850000,1.281111111111111,0.0655,19.85280313,,
2023-08-08,2023-08-10,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0669,0.0672925,0.07,0.0669,0.0670945,0.0672,14000000,1742300,32540500,750000,9850000,750000,9850000,2.3230666666666666,0.0671,28.01982628,,
2023-08-22,2023-08-24,Lelang,SPN03231122,spn03m,2023-11-22,Diskonto,0,0,0,0,0,0,14000000,0,34601300,750000,7870000,750000,7870000,0,0.047,0.252054795,,
2023-08-22,2023-08-24,Lelang,SPN12240822,spn12m,2024-08-22,Diskonto,0.0536,0.0554118,0.0575,0.0536,0.0547174,0.0559,14000000,975000,34601300,700000,7870000,700000,7870000,1.3928571428571428,0.0548,1,,
2023-08-22,2023-08-24,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0624,0.064189,0.066,0.0624,0.0624,0.0624,14000000,4020000,34601300,50000,7870000,50000,7870000,80.4,0.0625,4.981751825,,
2023-08-22,2023-08-24,Lelang,FR0100,bm10,2034-02-15,0.06625,0.0655,0.0674231,0.069,0.0655,0.0668988,0.0672,14000000,19532100,34601300,6850000,7870000,6850000,7870000,2.8514014598540145,0.0669,10.48596851,,
2023-08-22,2023-08-24,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0675,0.0686674,0.07,0.0675,0.0680714,0.0683,14000000,5953600,34601300,250000,7870000,250000,7870000,23.8144,0.0681,14.81451061,,
2023-08-22,2023-08-24,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0685,0.0691491,0.07,0,0,0,14000000,1889000,34601300,0,7870000,0,7870000,0,0.0682,19.81447197,,
2023-08-22,2023-08-24,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0679,0.0698501,0.0705,0.0679,0.0681243,0.0685,14000000,2231600,34601300,20000,7870000,20000,7870000,111.58,0.0682,27.98149547,,
2023-09-05,2023-09-07,Lelang,SPN12231207,spn03m,2023-12-07,Diskonto,0,0,0,0,0,0,14000000,0,20017400,0,13450000,0,13200000,0,0.0475,0.254794521,,
2023-09-05,2023-09-07,Lelang,SPN12240529,spn12m,2024-05-29,Diskonto,0.0575,0.0575,0.0575,0,0,0,14000000,20000,20017400,0,13450000,0,13200000,0,0.055,0.729508197,,
2023-09-05,2023-09-07,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0607,0.0616056,0.0623,0.0607,0.0609667,0.061,14000000,2986400,20017400,850000,13450000,750000,13200000,3.981866666666667,0.061,4.943430657,,
2023-09-05,2023-09-07,Lelang,FR00100,bm10,2034-02-15,0.06625,0.0635,0.0642957,0.0651,0.0635,0.064099,0.0645,14000000,9024500,20017400,5800000,13450000,5800000,13200000,1.555948275862069,0.0641,10.4476386,,
2023-09-05,2023-09-07,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0645,0.0649246,0.07,0.0645,0.0647819,0.065,14000000,2503000,20017400,1850000,13450000,1750000,13200000,1.4302857142857144,0.0648,14.7761807,,
2023-09-05,2023-09-07,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0659,0.0663082,0.067,0.0659,0.0661763,0.0666,14000000,2276500,20017400,1900000,13450000,1850000,13200000,1.2305405405405403,0.0662,19.77614081,,
2023-09-05,2023-09-07,Lelang,FR0089,bm30,2051-08-15,0.06875,0.067,0.0671715,0.0689,0.067,0.0670966,0.0677,14000000,3207000,20017400,3050000,13450000,3050000,13200000,1.0514754098360657,0.0671,27.94316465,,
2023-09-19,2023-09-21,Lelang,SPN03231220,spn03m,2023-12-20,diskonto,0.051,0.0588837,0.0622,0,0,0,14000000,430000,28791700,0,15800000,0,15800000,0,0.05,0.252054795,,
2023-09-19,2023-09-21,Lelang,SPN12240919,spn12m,2024-09-19,diskonto,0.063,0.063649,0.064,0,0,0,14000000,527000,28791700,0,15800000,0,15800000,0,0.0575,1,,
2023-09-19,2023-09-21,Lelang,FR0095,bm05,2028-08-15,0.06375,0.0634,0.0640772,0.0654,0.0634,0.0637971,0.064,14000000,4095000,28791700,1800000,15800000,1800000,15800000,2.275,0.0638,4.905109489,,
2023-09-19,2023-09-21,Lelang,FR0100,bm10,2034-02-15,0.06625,0.0665,0.0674597,0.0691,0.0665,0.0672993,0.0675,14000000,11803400,28791700,7850000,15800000,7850000,15800000,1.5036178343949045,0.0673,10.40930869,,
2023-09-19,2023-09-21,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0686,0.0694074,0.071,0.0686,0.0691984,0.0693,14000000,6046900,28791700,2050000,15800000,2050000,15800000,2.949707317073171,0.0692,14.73785079,,
2023-09-19,2023-09-21,Lelang,FR0097,bm20,2043-06-15,0.07125,0.069,0.0695806,0.0715,0.069,0.0693904,0.07,14000000,4327600,28791700,3400000,15800000,3400000,15800000,1.272823529411765,0.0694,19.73780965,,
2023-09-19,2023-09-21,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0693,0.0702741,0.071,0.0693,0.0699977,0.0703,14000000,1561800,28791700,700000,15800000,700000,15800000,2.2311428571428573,0.07,27.90483384,,
2023-10-03,2023-10-05,Lelang,SPN12240104,spn03m,2024-01-04,diskonto,0.059,0.06056816,0.063,0,0,0,19000000,390000,22421100,0,9296300,0,9296300,0,0.0505,0.254794521,,
2023-10-03,2023-10-05,Lelang,SPN12240628,spn12m,2024-06-28,diskonto,0.0625,0.0633795,0.064,0,0,0,19000000,132000,22421100,0,9296300,0,9296300,0,0.058,0.734972678,,
2023-10-03,2023-10-05,Lelang,FR0095,bm05,2028-08-15,0.06375,0.066,0.0672144,0.068,0.066,0.0666828,0.0673,19000000,4856000,22421100,700000,9296300,700000,9296300,6.937142857142857,0.0667,4.866788321,,
2023-10-03,2023-10-05,Lelang,FR0100,bm10,2034-02-15,0.06625,0.0687,0.0706042,0.0722,0.0687,0.0697909,0.0701,19000000,8319400,22421100,650000,9296300,650000,9296300,12.799076923076925,0.0698,10.37097878,,
2023-10-03,2023-10-05,Lelang,FR0098,bm15,2038-06-15,0.07125,0.07,0.0707156,0.073,0.07,0.0705862,0.0721,19000000,4027500,22421100,3750000,9296300,3750000,9296300,1.074,0.0706,14.69952088,,
2023-10-03,2023-10-05,Lelang,FR0097,bm20,2043-06-15,0.07125,0.07,0.0706969,0.0726,0.07,0.0706969,0.0726,19000000,3926300,22421100,3926300,9296300,3926300,9296300,1,0.0707,19.69947849,,
2023-10-03,2023-10-05,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0698,0.0717747,0.073,0.0698,0.0706873,0.0716,19000000,769900,22421100,270000,9296300,270000,9296300,2.851481481481481,0.0707,27.86650302,,
2023-10-17,2023-10-19,Lelang,SPN03240117,spn03m,2024-01-17,diskonto,0.0595,0.0596,0.06,0,0,0,19000000,135000,16986800,0,10200000,0,10200000,2.851481481481481,0.0512,0.252054795,,
2023-10-17,2023-10-19,Lelang,SPN12241017,spn12m,2024-10-17,diskonto,0.0635,0.0635,0.0635,0,0,0,19000000,340000,16986800,0,10200000,0,10200000,2.851481481481481,0.0587,1,,
2023-10-17,2023-10-19,Lelang,FR0095,bm05,2028-08-15,0.06375,0.066,0.0668693,0.068,0.066,0.0667959,0.0672,19000000,3270000,16986800,2900000,10200000,2900000,10200000,1.1275862068965516,0.0668,4.828467153,,
2023-10-17,2023-10-19,Lelang,FR0100,bm10,2034-02-15,0.06625,0.0675,0.06857,0.0705,0.0675,0.0682982,0.0685,19000000,6763000,16986800,3650000,10200000,3650000,10200000,1.852876712328767,0.0683,10.33264887,,
2023-10-17,2023-10-19,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0701,0.0710121,0.072,0.0701,0.0706987,0.071,19000000,3134900,16986800,1700000,10200000,1700000,10200000,1.844058823529412,0.0707,14.66119097,,
2023-10-17,2023-10-19,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0695,0.0713147,0.072,0.0695,0.0710982,0.0714,19000000,2166800,16986800,1300000,10200000,1300000,10200000,1.6667692307692308,0.0711,19.66114733,,
2023-10-17,2023-10-19,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0697,0.0710172,0.072,0.0697,0.0704859,0.0712,19000000,1177100,16986800,650000,10200000,650000,10200000,1.8109230769230769,0.0705,27.82817221,,
2023-10-31,2023-11-02,Lelang,SPN12240201,spn03m,2024-02-01,diskonto,0.06,0.06,0.06,0.06,0.06,0.06,19000000,2001000,35870100,2000,19302000,2000,19302000,1000.5,0.06,0.254794521,,
2023-10-31,2023-11-02,Lelang,SPN12240725,spn12m,2024-07-25,diskonto,0.066,0.0693581,0.0705,0.066,0.066,0.066,19000000,3628000,35870100,200000,19302000,200000,19302000,18.14,0.066,0.732240437,,
2023-10-31,2023-11-02,Lelang,FR0101,bm05,2029-04-15,0.06875,0.0699,0.0709176,0.074,0.0699,0.0705978,0.0712,19000000,12938300,35870100,10450000,19302000,10450000,19302000,1.238114832535885,0.0706,5.456003129,,
2023-10-31,2023-11-02,Lelang,FRSDG001,sdg07,2030-10-15,0.07375,0.0691,0.0715943,0.074,0.0691,0.0707966,0.0713,19000000,2687000,35870100,1650000,19302000,1650000,19302000,1.6284848484848484,0.0708,6.95687885,,
2023-10-31,2023-11-02,Lelang,FR0100,bm10,2034-02-15,0.06625,0.0705,0.071922,0.0745,0.0705,0.0714954,0.072,19000000,6602000,35870100,4100000,19302000,4100000,19302000,1.6102439024390245,0.0715,10.29431896,,
2023-10-31,2023-11-02,Lelang,FR0098,bm15,2038-06-15,0.07125,0.071,0.0722666,0.075,0.071,0.0717985,0.0725,19000000,3450600,35870100,2500000,19302000,2500000,19302000,1.38024,0.0718,14.62286105,,
